month	i_1YR	unempl	fxbis	gdp	corp_spread	mortg_spread	cred	equity	tb	CPI	us_baa	cm2	cloyne
2012-11-01	0.00315501	0.077	4.615563659	4.622644988	2.269966801	1.89	4.607362101	4.580738099	-0.076672814	1.987666265	2.86	0.003	123456789
2012-12-01	0.00340335	0.077	4.612958108	4.623659701	2.152484252	1.81	4.605170186	4.605170186	-0.028991829	1.989449818	2.91	-0.01032	123456789
2013-01-01	0.00319919	0.079	4.595608745	4.624673386	2.055456281	1.49	4.604853634	4.646509616	0.010343858	1.98721923	2.82	-0.00161	123456789
2013-02-01	0.00255958	0.078	4.565162714	4.629726454	2.152838203	1.41	4.604464614	4.674505034	-0.044863643	1.990338855	2.86	-0.00572	123456789
2013-03-01	0.00154492	0.077	4.560387496	4.631740553	2.098385352	1.58	4.599901755	4.695507638	-0.037636715	1.991669007	2.90	0.01129	123456789
2013-04-01	0.00194288	0.077	4.574544877	4.628717881	2.03090364	1.77	4.599246084	4.683854257	-0.052680957	1.992553518	2.83	0.013	123456789
2013-05-01	0.00267647	0.077	4.5785533	4.633750604	1.756102381	1.6	4.593766062	4.727763821	-0.058016546	1.99343623	2.80	0.00678	123456789
2013-06-01	0.0032723	0.077	4.579852585	4.637758625	1.961295059	1.25	4.594625184	4.676429962	0.034996808	1.992553518	2.89	0.013	123456789
2013-07-01	0.00271642	0.077	4.567693464	4.639756628	1.926810285	0.81	4.593370758	4.713388735	-0.070995278	1.992553518	2.74	-0.04323	123456789
2013-08-01	0.00291456	0.076	4.575247511	4.639756628	1.737582547	0.55	4.594676195	4.717780663	-0.072840048	1.994317153	2.69	0.01516	123456789
2013-09-01	0.00331661	0.074	4.595707059	4.645726795	1.71661787	0.35	4.591083702	4.723616277	-0.065515921	1.996073654	2.66	-0.009	123456789
2013-10-01	0.00326494	0.071	4.593935928	4.642746167	1.581490716	0.46	4.594349574	4.727678183	-0.095486891	1.996073654	2.69	-0.00129	123456789
2013-11-01	0.00331302	0.072	4.604223581	4.645726795	1.536199479	0.27	4.59278016	4.744801647	-0.06787344	1.996511672	2.67	-0.008	123456789
2013-12-01	0.0037035	0.071	4.61344113	4.651661531	1.418693458	-0.03	4.590422706	4.73098416	-0.029425362	1.998259338	2.48	-0.00226	123456789
2014-01-01	0.0036415	0.069	4.624009006	4.649687196	1.384898888	0.05	4.585909886	4.754464368	-0.111149905	1.995635195	2.33	-0.00742	123456789
2014-02-01	0.00353015	0.067	4.626204606	4.655598543	1.453462627	0.02	4.588169616	4.753463339	-0.076775719	1.997823081	2.39	0.00321	123456789
2014-03-01	0.00348625	0.066	4.621617004	4.657561253	1.408456364	0.03	4.58342082	4.747519992	0.003324358	1.998695158	2.34	0.00452	123456789
2014-04-01	0.00376219	0.064	4.628871021	4.663426372	1.409859992	0.06	4.584844945	4.746792088	-0.082764895	2.000434077	2.20	0	123456789
2014-05-01	0.00381806	0.063	4.63748809	4.672160052	1.321369399	0.14	4.589505654	4.766865957	-0.091051481	2	2.20	-0.00581	123456789
2014-06-01	0.00499809	0.061	4.648552432	4.674090555	1.280155314	-0.02	4.59136879	4.763676688	-0.092505594	2.000867722	2.20	-0.00433	123456789
2014-07-01	0.00600808	0.06	4.661154526	4.677940415	1.292229055	0.18	4.592632355	4.757849311	-0.120574635	1.999565488	2.19	0.00709	123456789
2014-08-01	0.00526345	0.059	4.651903766	4.681775511	1.35454946	0.35	4.594199071	4.750035576	-0.095221251	2.000867722	2.27	-0.03581	123456789
2014-09-01	0.00496537	0.059	4.653389651	4.682731991	1.329107463	0.45	4.593404239	4.75881829	-0.074312127	2.001300933	2.27	-0.022	123456789
2014-10-01	0.00459994	0.058	4.653389651	4.681775511	1.418768812	0.69	4.592848262	4.704488153	-0.073836648	2.001733713	2.38	0	123456789
2014-11-01	0.00415257	0.056	4.651717875	4.682731991	1.441244806	0.81	4.597590386	4.741231369	-0.03108768	2.000434077	2.46	-0.021	123456789
2014-12-01	0.003688	0.056	4.655521749	4.683687557	1.478692618	0.96	4.601485452	4.730073258	-0.088127814	2.000434077	2.53	-0.01871	123456789
2015-01-01	0.00307348	0.055	4.66317826	4.68654879	1.500869603	1.29	4.604708385	4.742807236	-0.048987681	1.996949248	2.57	-0.00097	123456789
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
